200.0	1E-06
200.1	1E-06
650.0	1E-06
650.1	1.061E-06
650.2	1.126E-06
650.3	1.195E-06
650.4	1.268E-06
650.5	1.345E-06
650.6	1.428E-06
650.7	1.515E-06
650.8	1.608E-06
650.9	1.706E-06
651.0	1.81E-06
651.1	1.921E-06
651.2	2.038E-06
651.3	2.163E-06
651.4	2.295E-06
651.5	2.435E-06
651.6	2.584E-06
651.7	2.742E-06
651.8	2.91E-06
651.9	3.088E-06
652.0	3.276E-06
652.1	3.477E-06
652.2	3.689E-06
652.3	3.915E-06
652.4	4.154E-06
652.5	4.408E-06
652.6	4.677E-06
652.7	4.963E-06
652.8	5.267E-06
652.9	5.589E-06
653.0	5.93E-06
653.1	6.293E-06
653.2	6.678E-06
653.3	7.086E-06
653.4	7.519E-06
653.5	7.979E-06
653.6	8.466E-06
653.7	8.984E-06
653.8	9.533E-06
653.9	1.012E-05
654.0	1.073E-05
654.1	1.139E-05
654.2	1.209E-05
654.3	1.283E-05
654.4	1.361E-05
654.5	1.444E-05
654.6	1.532E-05
654.7	1.626E-05
654.8	1.726E-05
654.9	1.831E-05
655.0	1.943E-05
655.1	2.062E-05
655.2	2.188E-05
655.3	2.322E-05
655.4	2.463E-05
655.5	2.614E-05
655.6	2.774E-05
655.7	2.943E-05
655.8	3.123E-05
655.9	3.314E-05
656.0	3.517E-05
656.1	3.732E-05
656.2	3.96E-05
656.3	4.202E-05
656.4	4.459E-05
656.5	4.732E-05
656.6	5.021E-05
656.7	5.328E-05
656.8	5.653E-05
656.9	5.999E-05
657.0	6.366E-05
657.1	6.755E-05
657.2	7.168E-05
657.3	7.606E-05
657.4	8.071E-05
657.5	8.564E-05
657.6	9.088E-05
657.7	9.643E-05
657.8	0.0001023
657.9	0.0001086
658.0	0.0001152
658.1	0.0001223
658.2	0.0001297
658.3	0.0001377
658.4	0.0001461
658.5	0.000155
658.6	0.0001645
658.7	0.0001746
658.8	0.0001852
658.9	0.0001965
659.0	0.0002086
659.1	0.0002213
659.2	0.0002348
659.3	0.0002492
659.4	0.0002644
659.5	0.0002806
659.6	0.0002977
659.7	0.0003159
659.8	0.0004019
659.9	0.0005127
660.0	0.000654
660.1	0.0008342
660.2	0.001064
660.3	0.001357
660.4	0.001731
660.5	0.002208
660.6	0.002817
660.7	0.003593
660.8	0.004584
660.9	0.005847
661.0	0.007458
661.1	0.009513
661.2	0.01213
661.3	0.01548
661.4	0.01974
661.5	0.02519
661.6	0.03213
661.7	0.04098
661.8	0.05227
661.9	0.06668
662.0	0.08505
662.1	0.1085
662.2	0.1384
662.3	0.1765
662.4	0.2252
662.5	0.2872
662.6	0.3664
662.7	0.4674
662.8	0.5962
662.9	0.7604
663.0	0.97
733.0	0.97
733.1	0.7792
733.2	0.6259
733.3	0.5028
733.4	0.4039
733.5	0.3244
733.6	0.2606
733.7	0.2093
733.8	0.1681
733.9	0.1351
734.0	0.1085
734.1	0.08715
734.2	0.07
734.3	0.05623
734.4	0.04517
734.5	0.03628
734.6	0.02915
734.7	0.02341
734.8	0.01881
734.9	0.01511
735.0	0.01213
735.1	0.009748
735.2	0.00783
735.3	0.00629
735.4	0.005052
735.5	0.004058
735.6	0.00326
735.7	0.002619
735.8	0.002103
735.9	0.00169
736.0	0.001357
736.1	0.00109
736.2	0.0008758
736.3	0.0007035
736.4	0.0005651
736.5	0.0004539
736.6	0.0003646
736.7	0.0003105
736.8	0.0002946
736.9	0.0002796
737.0	0.0002654
737.1	0.0002518
737.2	0.000239
737.3	0.0002268
737.4	0.0002152
737.5	0.0002042
737.6	0.0001938
737.7	0.0001839
737.8	0.0001746
737.9	0.0001656
738.0	0.0001572
738.1	0.0001492
738.2	0.0001416
738.3	0.0001344
738.4	0.0001275
738.5	0.000121
738.6	0.0001148
738.7	0.000109
738.8	0.0001034
738.9	9.813E-05
739.0	9.313E-05
739.1	8.838E-05
739.2	8.387E-05
739.3	7.959E-05
739.4	7.553E-05
739.5	7.168E-05
739.6	6.802E-05
739.7	6.455E-05
739.8	6.126E-05
739.9	5.814E-05
740.0	5.517E-05
740.1	5.236E-05
740.2	4.969E-05
740.3	4.715E-05
740.4	4.475E-05
740.5	4.246E-05
740.6	4.03E-05
740.7	3.824E-05
740.8	3.629E-05
740.9	3.444E-05
741.0	3.268E-05
741.1	3.102E-05
741.2	2.943E-05
741.3	2.793E-05
741.4	2.651E-05
741.5	2.516E-05
741.6	2.387E-05
741.7	2.265E-05
741.8	2.15E-05
741.9	2.04E-05
742.0	1.936E-05
742.1	1.837E-05
742.2	1.744E-05
742.3	1.655E-05
742.4	1.57E-05
742.5	1.49E-05
742.6	1.414E-05
742.7	1.342E-05
742.8	1.274E-05
742.9	1.209E-05
743.0	1.147E-05
743.1	1.089E-05
743.2	1.033E-05
743.3	9.803E-06
743.4	9.303E-06
743.5	8.828E-06
743.6	8.378E-06
743.7	7.951E-06
743.8	7.545E-06
743.9	7.16E-06
744.0	6.795E-06
744.1	6.449E-06
744.2	6.12E-06
744.3	5.807E-06
744.4	5.511E-06
744.5	5.23E-06
744.6	4.963E-06
744.7	4.71E-06
744.8	4.47E-06
744.9	4.242E-06
745.0	4.026E-06
745.1	3.82E-06
745.2	3.625E-06
745.3	3.44E-06
745.4	3.265E-06
745.5	3.098E-06
745.6	2.94E-06
745.7	2.79E-06
745.8	2.648E-06
745.9	2.513E-06
746.0	2.385E-06
746.1	2.263E-06
746.2	2.148E-06
746.3	2.038E-06
746.4	1.934E-06
746.5	1.836E-06
746.6	1.742E-06
746.7	1.653E-06
746.8	1.569E-06
746.9	1.489E-06
747.0	1.413E-06
747.1	1.341E-06
747.2	1.272E-06
747.3	1.207E-06
747.4	1.146E-06
747.5	1.087E-06
747.6	1.032E-06
747.7	1E-06
1600.0	1E-06
